date,platform,followers,new_followers,lost_followers,net_growth,follower_growth_rate,source_type
2025-05-06,TikTok,755095,2166,375,1791,0.002378,Modeled from Kaggle follower count and post engagement
2025-05-07,TikTok,756816,2098,377,1721,0.002279,Modeled from Kaggle follower count and post engagement
2025-05-08,TikTok,757207,767,376,391,0.000517,Modeled from Kaggle follower count and post engagement
2025-05-09,TikTok,758585,1759,381,1378,0.001820,Modeled from Kaggle follower count and post engagement
2025-05-10,TikTok,759959,1754,380,1374,0.001811,Modeled from Kaggle follower count and post engagement
2025-05-11,TikTok,761527,1948,380,1568,0.002063,Modeled from Kaggle follower count and post engagement
2025-05-12,TikTok,763917,2771,381,2390,0.003138,Modeled from Kaggle follower count and post engagement
2025-05-13,TikTok,765688,2149,378,1771,0.002318,Modeled from Kaggle follower count and post engagement
2025-05-14,TikTok,767741,2438,385,2053,0.002681,Modeled from Kaggle follower count and post engagement
2025-05-15,TikTok,768582,1225,384,841,0.001095,Modeled from Kaggle follower count and post engagement
2025-05-16,TikTok,771326,3129,385,2744,0.003570,Modeled from Kaggle follower count and post engagement
2025-05-17,TikTok,772413,1469,382,1087,0.001409,Modeled from Kaggle follower count and post engagement
2025-05-18,TikTok,774022,1993,384,1609,0.002083,Modeled from Kaggle follower count and post engagement
2025-05-19,TikTok,775980,2346,388,1958,0.002530,Modeled from Kaggle follower count and post engagement
2025-05-20,TikTok,777198,1599,381,1218,0.001570,Modeled from Kaggle follower count and post engagement
2025-05-21,TikTok,779537,2732,393,2339,0.003010,Modeled from Kaggle follower count and post engagement
2025-05-22,TikTok,780302,1151,386,765,0.000981,Modeled from Kaggle follower count and post engagement
2025-05-23,TikTok,782537,2625,390,2235,0.002864,Modeled from Kaggle follower count and post engagement
2025-05-24,TikTok,784297,2154,394,1760,0.002249,Modeled from Kaggle follower count and post engagement
2025-05-25,TikTok,786133,2230,394,1836,0.002341,Modeled from Kaggle follower count and post engagement
2025-05-26,TikTok,787841,2102,394,1708,0.002173,Modeled from Kaggle follower count and post engagement
2025-05-27,TikTok,789119,1668,390,1278,0.001622,Modeled from Kaggle follower count and post engagement
2025-05-28,TikTok,790094,1368,393,975,0.001236,Modeled from Kaggle follower count and post engagement
2025-05-29,TikTok,792111,2413,396,2017,0.002553,Modeled from Kaggle follower count and post engagement
2025-05-30,TikTok,793317,1604,398,1206,0.001523,Modeled from Kaggle follower count and post engagement
2025-05-31,TikTok,794584,1664,397,1267,0.001597,Modeled from Kaggle follower count and post engagement
2025-06-01,TikTok,795890,1699,393,1306,0.001644,Modeled from Kaggle follower count and post engagement
2025-06-02,TikTok,797166,1671,395,1276,0.001603,Modeled from Kaggle follower count and post engagement
2025-06-03,TikTok,798679,1907,394,1513,0.001898,Modeled from Kaggle follower count and post engagement
2025-06-04,TikTok,800275,1996,400,1596,0.001998,Modeled from Kaggle follower count and post engagement
2025-06-05,TikTok,801928,2050,397,1653,0.002066,Modeled from Kaggle follower count and post engagement
2025-06-06,TikTok,803256,1736,408,1328,0.001656,Modeled from Kaggle follower count and post engagement
2025-06-07,TikTok,805241,2388,403,1985,0.002471,Modeled from Kaggle follower count and post engagement
2025-06-08,TikTok,806160,1324,405,919,0.001141,Modeled from Kaggle follower count and post engagement
2025-06-09,TikTok,807243,1484,401,1083,0.001343,Modeled from Kaggle follower count and post engagement
2025-06-10,TikTok,808348,1511,406,1105,0.001369,Modeled from Kaggle follower count and post engagement
2025-06-11,TikTok,809243,1308,413,895,0.001107,Modeled from Kaggle follower count and post engagement
2025-06-12,TikTok,810343,1498,398,1100,0.001359,Modeled from Kaggle follower count and post engagement
2025-06-13,TikTok,812475,2536,404,2132,0.002631,Modeled from Kaggle follower count and post engagement
2025-06-14,TikTok,814578,2507,404,2103,0.002588,Modeled from Kaggle follower count and post engagement
2025-06-15,TikTok,815822,1649,405,1244,0.001527,Modeled from Kaggle follower count and post engagement
2025-06-16,TikTok,817646,2230,406,1824,0.002236,Modeled from Kaggle follower count and post engagement
2025-06-17,TikTok,818397,1161,410,751,0.000918,Modeled from Kaggle follower count and post engagement
2025-06-18,TikTok,819970,1990,417,1573,0.001922,Modeled from Kaggle follower count and post engagement
2025-06-19,TikTok,820896,1331,405,926,0.001129,Modeled from Kaggle follower count and post engagement
2025-06-20,TikTok,821409,923,410,513,0.000625,Modeled from Kaggle follower count and post engagement
2025-06-21,TikTok,822461,1463,411,1052,0.001281,Modeled from Kaggle follower count and post engagement
2025-06-22,TikTok,823492,1442,411,1031,0.001254,Modeled from Kaggle follower count and post engagement
2025-06-23,TikTok,823763,682,411,271,0.000329,Modeled from Kaggle follower count and post engagement
2025-06-24,TikTok,825537,2191,417,1774,0.002154,Modeled from Kaggle follower count and post engagement
2025-06-25,TikTok,826269,1143,411,732,0.000887,Modeled from Kaggle follower count and post engagement
2025-06-26,TikTok,827232,1381,418,963,0.001165,Modeled from Kaggle follower count and post engagement
2025-06-27,TikTok,828748,1929,413,1516,0.001833,Modeled from Kaggle follower count and post engagement
2025-06-28,TikTok,831033,2698,413,2285,0.002757,Modeled from Kaggle follower count and post engagement
2025-06-29,TikTok,831528,913,418,495,0.000596,Modeled from Kaggle follower count and post engagement
2025-06-30,TikTok,832679,1569,418,1151,0.001384,Modeled from Kaggle follower count and post engagement
2025-07-01,TikTok,834037,1772,414,1358,0.001631,Modeled from Kaggle follower count and post engagement
2025-07-02,TikTok,835809,2184,412,1772,0.002125,Modeled from Kaggle follower count and post engagement
2025-07-03,TikTok,838153,2763,419,2344,0.002804,Modeled from Kaggle follower count and post engagement
2025-07-04,TikTok,839337,1605,421,1184,0.001413,Modeled from Kaggle follower count and post engagement
2025-07-05,TikTok,840029,1105,413,692,0.000824,Modeled from Kaggle follower count and post engagement
2025-07-06,TikTok,841427,1817,419,1398,0.001664,Modeled from Kaggle follower count and post engagement
2025-07-07,TikTok,843247,2239,419,1820,0.002163,Modeled from Kaggle follower count and post engagement
2025-07-08,TikTok,844331,1502,418,1084,0.001286,Modeled from Kaggle follower count and post engagement
2025-07-09,TikTok,846774,2860,417,2443,0.002893,Modeled from Kaggle follower count and post engagement
2025-07-10,TikTok,848621,2264,417,1847,0.002181,Modeled from Kaggle follower count and post engagement
2025-07-11,TikTok,850057,1866,430,1436,0.001692,Modeled from Kaggle follower count and post engagement
2025-07-12,TikTok,852990,3355,422,2933,0.003450,Modeled from Kaggle follower count and post engagement
2025-07-13,TikTok,854131,1562,421,1141,0.001338,Modeled from Kaggle follower count and post engagement
2025-07-14,TikTok,854891,1193,433,760,0.000890,Modeled from Kaggle follower count and post engagement
2025-07-15,TikTok,855881,1419,429,990,0.001158,Modeled from Kaggle follower count and post engagement
2025-07-16,TikTok,857959,2505,427,2078,0.002428,Modeled from Kaggle follower count and post engagement
2025-07-17,TikTok,859993,2464,430,2034,0.002371,Modeled from Kaggle follower count and post engagement
2025-07-18,TikTok,861987,2421,427,1994,0.002319,Modeled from Kaggle follower count and post engagement
2025-07-19,TikTok,864147,2590,430,2160,0.002506,Modeled from Kaggle follower count and post engagement
2025-07-20,TikTok,865767,2056,436,1620,0.001875,Modeled from Kaggle follower count and post engagement
2025-07-21,TikTok,868214,2883,436,2447,0.002826,Modeled from Kaggle follower count and post engagement
2025-07-22,TikTok,869423,1641,432,1209,0.001393,Modeled from Kaggle follower count and post engagement
2025-07-23,TikTok,870505,1521,439,1082,0.001245,Modeled from Kaggle follower count and post engagement
2025-07-24,TikTok,872132,2062,435,1627,0.001869,Modeled from Kaggle follower count and post engagement
2025-07-25,TikTok,873727,2028,433,1595,0.001829,Modeled from Kaggle follower count and post engagement
2025-07-26,TikTok,875067,1775,435,1340,0.001534,Modeled from Kaggle follower count and post engagement
2025-07-27,TikTok,876120,1489,436,1053,0.001203,Modeled from Kaggle follower count and post engagement
2025-07-28,TikTok,877898,2212,434,1778,0.002029,Modeled from Kaggle follower count and post engagement
2025-07-29,TikTok,879297,1837,438,1399,0.001594,Modeled from Kaggle follower count and post engagement
2025-07-30,TikTok,881629,2776,444,2332,0.002652,Modeled from Kaggle follower count and post engagement
2025-07-31,TikTok,883049,1864,444,1420,0.001611,Modeled from Kaggle follower count and post engagement
2025-08-01,TikTok,884800,2193,442,1751,0.001983,Modeled from Kaggle follower count and post engagement
2025-08-02,TikTok,886659,2305,446,1859,0.002101,Modeled from Kaggle follower count and post engagement
2025-08-03,TikTok,889332,3118,445,2673,0.003015,Modeled from Kaggle follower count and post engagement
2025-08-04,TikTok,891339,2449,442,2007,0.002257,Modeled from Kaggle follower count and post engagement
2025-08-05,TikTok,894093,3197,443,2754,0.003090,Modeled from Kaggle follower count and post engagement
2025-08-06,TikTok,896236,2588,445,2143,0.002397,Modeled from Kaggle follower count and post engagement
2025-08-07,TikTok,897798,2014,452,1562,0.001743,Modeled from Kaggle follower count and post engagement
2025-08-08,TikTok,899881,2532,449,2083,0.002320,Modeled from Kaggle follower count and post engagement
2025-08-09,TikTok,901600,2174,455,1719,0.001910,Modeled from Kaggle follower count and post engagement
2025-08-10,TikTok,902795,1650,455,1195,0.001325,Modeled from Kaggle follower count and post engagement
2025-08-11,TikTok,904106,1759,448,1311,0.001452,Modeled from Kaggle follower count and post engagement
2025-08-12,TikTok,906058,2398,446,1952,0.002159,Modeled from Kaggle follower count and post engagement
2025-08-13,TikTok,908451,2845,452,2393,0.002641,Modeled from Kaggle follower count and post engagement
2025-08-14,TikTok,910047,2050,454,1596,0.001757,Modeled from Kaggle follower count and post engagement
2025-08-15,TikTok,910759,1168,456,712,0.000782,Modeled from Kaggle follower count and post engagement
2025-08-16,TikTok,912563,2259,455,1804,0.001981,Modeled from Kaggle follower count and post engagement
2025-08-17,TikTok,916203,4093,453,3640,0.003989,Modeled from Kaggle follower count and post engagement
2025-08-18,TikTok,918129,2385,459,1926,0.002102,Modeled from Kaggle follower count and post engagement
2025-08-19,TikTok,920197,2526,458,2068,0.002252,Modeled from Kaggle follower count and post engagement
2025-08-20,TikTok,922497,2765,465,2300,0.002499,Modeled from Kaggle follower count and post engagement
2025-08-21,TikTok,924230,2195,462,1733,0.001879,Modeled from Kaggle follower count and post engagement
2025-08-22,TikTok,925616,1849,463,1386,0.001500,Modeled from Kaggle follower count and post engagement
2025-08-23,TikTok,928813,3661,464,3197,0.003454,Modeled from Kaggle follower count and post engagement
2025-08-24,TikTok,929787,1439,465,974,0.001049,Modeled from Kaggle follower count and post engagement
2025-08-25,TikTok,931033,1706,460,1246,0.001340,Modeled from Kaggle follower count and post engagement
2025-08-26,TikTok,932412,1841,462,1379,0.001481,Modeled from Kaggle follower count and post engagement
2025-08-27,TikTok,934676,2723,459,2264,0.002428,Modeled from Kaggle follower count and post engagement
2025-08-28,TikTok,937014,2804,466,2338,0.002501,Modeled from Kaggle follower count and post engagement
2025-08-29,TikTok,938807,2264,471,1793,0.001914,Modeled from Kaggle follower count and post engagement
2025-08-30,TikTok,941043,2695,459,2236,0.002382,Modeled from Kaggle follower count and post engagement
2025-08-31,TikTok,944012,3441,472,2969,0.003155,Modeled from Kaggle follower count and post engagement
2025-09-01,TikTok,946923,3382,471,2911,0.003084,Modeled from Kaggle follower count and post engagement
2025-09-02,TikTok,948571,2120,472,1648,0.001740,Modeled from Kaggle follower count and post engagement
2025-09-03,TikTok,950174,2071,468,1603,0.001690,Modeled from Kaggle follower count and post engagement
2025-09-04,TikTok,951947,2238,465,1773,0.001866,Modeled from Kaggle follower count and post engagement
2025-09-05,TikTok,954697,3230,480,2750,0.002889,Modeled from Kaggle follower count and post engagement
2025-09-06,TikTok,957170,2944,471,2473,0.002590,Modeled from Kaggle follower count and post engagement
2025-09-07,TikTok,958719,2032,483,1549,0.001618,Modeled from Kaggle follower count and post engagement
2025-09-08,TikTok,961797,3562,484,3078,0.003211,Modeled from Kaggle follower count and post engagement
2025-09-09,TikTok,963300,1977,474,1503,0.001563,Modeled from Kaggle follower count and post engagement
2025-09-10,TikTok,965493,2679,486,2193,0.002277,Modeled from Kaggle follower count and post engagement
2025-09-11,TikTok,966585,1577,485,1092,0.001131,Modeled from Kaggle follower count and post engagement
2025-09-12,TikTok,967392,1293,486,807,0.000835,Modeled from Kaggle follower count and post engagement
2025-09-13,TikTok,968923,2021,490,1531,0.001583,Modeled from Kaggle follower count and post engagement
2025-09-14,TikTok,972447,4012,488,3524,0.003637,Modeled from Kaggle follower count and post engagement
2025-09-15,TikTok,974178,2221,490,1731,0.001780,Modeled from Kaggle follower count and post engagement
2025-09-16,TikTok,977191,3499,486,3013,0.003093,Modeled from Kaggle follower count and post engagement
2025-09-17,TikTok,980056,3350,485,2865,0.002932,Modeled from Kaggle follower count and post engagement
2025-09-18,TikTok,981142,1568,482,1086,0.001108,Modeled from Kaggle follower count and post engagement
2025-09-19,TikTok,982870,2217,489,1728,0.001761,Modeled from Kaggle follower count and post engagement
2025-09-20,TikTok,984809,2426,487,1939,0.001973,Modeled from Kaggle follower count and post engagement
2025-09-21,TikTok,987120,2802,491,2311,0.002347,Modeled from Kaggle follower count and post engagement
2025-09-22,TikTok,989058,2432,494,1938,0.001963,Modeled from Kaggle follower count and post engagement
2025-09-23,TikTok,991192,2625,491,2134,0.002158,Modeled from Kaggle follower count and post engagement
2025-09-24,TikTok,992739,2051,504,1547,0.001561,Modeled from Kaggle follower count and post engagement
2025-09-25,TikTok,993079,840,500,340,0.000342,Modeled from Kaggle follower count and post engagement
2025-09-26,TikTok,995946,3370,503,2867,0.002887,Modeled from Kaggle follower count and post engagement
2025-09-27,TikTok,998667,3218,497,2721,0.002732,Modeled from Kaggle follower count and post engagement
2025-09-28,TikTok,999868,1689,488,1201,0.001203,Modeled from Kaggle follower count and post engagement
2025-09-29,TikTok,1001676,2306,498,1808,0.001808,Modeled from Kaggle follower count and post engagement
2025-09-30,TikTok,1002565,1390,501,889,0.000888,Modeled from Kaggle follower count and post engagement
2025-10-01,TikTok,1003872,1809,502,1307,0.001304,Modeled from Kaggle follower count and post engagement
2025-10-02,TikTok,1004996,1625,501,1124,0.001120,Modeled from Kaggle follower count and post engagement
2025-10-03,TikTok,1006130,1638,504,1134,0.001128,Modeled from Kaggle follower count and post engagement
2025-10-04,TikTok,1007424,1800,506,1294,0.001286,Modeled from Kaggle follower count and post engagement
2025-10-05,TikTok,1009980,3066,510,2556,0.002537,Modeled from Kaggle follower count and post engagement
2025-10-06,TikTok,1011152,1675,503,1172,0.001160,Modeled from Kaggle follower count and post engagement
2025-10-07,TikTok,1012850,2205,507,1698,0.001679,Modeled from Kaggle follower count and post engagement
2025-10-08,TikTok,1015599,3254,505,2749,0.002714,Modeled from Kaggle follower count and post engagement
2025-10-09,TikTok,1017002,1912,509,1403,0.001381,Modeled from Kaggle follower count and post engagement
2025-10-10,TikTok,1019186,2691,507,2184,0.002147,Modeled from Kaggle follower count and post engagement
2025-10-11,TikTok,1020515,1834,505,1329,0.001304,Modeled from Kaggle follower count and post engagement
2025-10-12,TikTok,1023183,3176,508,2668,0.002614,Modeled from Kaggle follower count and post engagement
2025-10-13,TikTok,1024778,2105,510,1595,0.001559,Modeled from Kaggle follower count and post engagement
2025-10-14,TikTok,1026314,2050,514,1536,0.001499,Modeled from Kaggle follower count and post engagement
2025-10-15,TikTok,1028729,2928,513,2415,0.002353,Modeled from Kaggle follower count and post engagement
2025-10-16,TikTok,1030396,2178,511,1667,0.001620,Modeled from Kaggle follower count and post engagement
2025-10-17,TikTok,1032686,2812,522,2290,0.002222,Modeled from Kaggle follower count and post engagement
2025-10-18,TikTok,1035858,3684,512,3172,0.003072,Modeled from Kaggle follower count and post engagement
2025-10-19,TikTok,1036536,1202,524,678,0.000655,Modeled from Kaggle follower count and post engagement
2025-10-20,TikTok,1038359,2344,521,1823,0.001759,Modeled from Kaggle follower count and post engagement
2025-10-21,TikTok,1040715,2871,515,2356,0.002269,Modeled from Kaggle follower count and post engagement
2025-10-22,TikTok,1041878,1682,519,1163,0.001118,Modeled from Kaggle follower count and post engagement
2025-10-23,TikTok,1043280,1929,527,1402,0.001346,Modeled from Kaggle follower count and post engagement
2025-10-24,TikTok,1044718,1953,515,1438,0.001378,Modeled from Kaggle follower count and post engagement
2025-10-25,TikTok,1046960,2762,520,2242,0.002146,Modeled from Kaggle follower count and post engagement
2025-10-26,TikTok,1048710,2269,519,1750,0.001672,Modeled from Kaggle follower count and post engagement
2025-10-27,TikTok,1050476,2294,528,1766,0.001684,Modeled from Kaggle follower count and post engagement
2025-10-28,TikTok,1051679,1727,524,1203,0.001145,Modeled from Kaggle follower count and post engagement
2025-10-29,TikTok,1054382,3233,530,2703,0.002570,Modeled from Kaggle follower count and post engagement
2025-10-30,TikTok,1055752,1896,526,1370,0.001299,Modeled from Kaggle follower count and post engagement
2025-10-31,TikTok,1057839,2612,525,2087,0.001977,Modeled from Kaggle follower count and post engagement
2025-11-01,TikTok,1060681,3372,530,2842,0.002687,Modeled from Kaggle follower count and post engagement
2025-11-02,TikTok,1064135,3992,538,3454,0.003256,Modeled from Kaggle follower count and post engagement
2025-11-03,TikTok,1067813,4210,532,3678,0.003456,Modeled from Kaggle follower count and post engagement
2025-11-04,TikTok,1070216,2936,533,2403,0.002250,Modeled from Kaggle follower count and post engagement
2025-11-05,TikTok,1072163,2483,536,1947,0.001819,Modeled from Kaggle follower count and post engagement
2025-11-06,TikTok,1074872,3244,535,2709,0.002527,Modeled from Kaggle follower count and post engagement
2025-11-07,TikTok,1077591,3254,535,2719,0.002530,Modeled from Kaggle follower count and post engagement
2025-11-08,TikTok,1079751,2698,538,2160,0.002004,Modeled from Kaggle follower count and post engagement
2025-11-09,TikTok,1081510,2298,539,1759,0.001629,Modeled from Kaggle follower count and post engagement
2025-11-10,TikTok,1083580,2606,536,2070,0.001914,Modeled from Kaggle follower count and post engagement
2025-11-11,TikTok,1084652,1610,538,1072,0.000989,Modeled from Kaggle follower count and post engagement
2025-11-12,TikTok,1086942,2836,546,2290,0.002111,Modeled from Kaggle follower count and post engagement
2025-11-13,TikTok,1089384,2989,547,2442,0.002247,Modeled from Kaggle follower count and post engagement
2025-11-14,TikTok,1090442,1604,546,1058,0.000971,Modeled from Kaggle follower count and post engagement
2025-11-15,TikTok,1091985,2087,544,1543,0.001415,Modeled from Kaggle follower count and post engagement
2025-11-16,TikTok,1094330,2885,540,2345,0.002147,Modeled from Kaggle follower count and post engagement
2025-11-17,TikTok,1097806,4018,542,3476,0.003176,Modeled from Kaggle follower count and post engagement
2025-11-18,TikTok,1101351,4093,548,3545,0.003229,Modeled from Kaggle follower count and post engagement
2025-11-19,TikTok,1104117,3317,551,2766,0.002511,Modeled from Kaggle follower count and post engagement
2025-11-20,TikTok,1106450,2888,555,2333,0.002113,Modeled from Kaggle follower count and post engagement
2025-11-21,TikTok,1109837,3935,548,3387,0.003061,Modeled from Kaggle follower count and post engagement
2025-11-22,TikTok,1112464,3177,550,2627,0.002367,Modeled from Kaggle follower count and post engagement
2025-11-23,TikTok,1115065,3154,553,2601,0.002338,Modeled from Kaggle follower count and post engagement
2025-11-24,TikTok,1116742,2235,558,1677,0.001504,Modeled from Kaggle follower count and post engagement
2025-11-25,TikTok,1120013,3821,550,3271,0.002929,Modeled from Kaggle follower count and post engagement
2025-11-26,TikTok,1122811,3356,558,2798,0.002498,Modeled from Kaggle follower count and post engagement
2025-11-27,TikTok,1125596,3343,558,2785,0.002480,Modeled from Kaggle follower count and post engagement
2025-11-28,TikTok,1126555,1519,560,959,0.000852,Modeled from Kaggle follower count and post engagement
2025-11-29,TikTok,1127846,1860,569,1291,0.001146,Modeled from Kaggle follower count and post engagement
2025-11-30,TikTok,1129927,2645,564,2081,0.001845,Modeled from Kaggle follower count and post engagement
2025-12-01,TikTok,1131477,2119,569,1550,0.001372,Modeled from Kaggle follower count and post engagement
2025-12-02,TikTok,1134478,3557,556,3001,0.002652,Modeled from Kaggle follower count and post engagement
2025-12-03,TikTok,1136613,2698,563,2135,0.001882,Modeled from Kaggle follower count and post engagement
2025-12-04,TikTok,1138848,2803,568,2235,0.001966,Modeled from Kaggle follower count and post engagement
2025-12-05,TikTok,1141438,3158,568,2590,0.002274,Modeled from Kaggle follower count and post engagement
2025-12-06,TikTok,1143682,2812,568,2244,0.001966,Modeled from Kaggle follower count and post engagement
2025-12-07,TikTok,1146046,2937,573,2364,0.002067,Modeled from Kaggle follower count and post engagement
2025-12-08,TikTok,1148279,2804,571,2233,0.001948,Modeled from Kaggle follower count and post engagement
2025-12-09,TikTok,1150740,3033,572,2461,0.002143,Modeled from Kaggle follower count and post engagement
2025-12-10,TikTok,1152009,1845,576,1269,0.001103,Modeled from Kaggle follower count and post engagement
2025-12-11,TikTok,1154894,3459,574,2885,0.002504,Modeled from Kaggle follower count and post engagement
2025-12-12,TikTok,1157313,2998,579,2419,0.002095,Modeled from Kaggle follower count and post engagement
2025-12-13,TikTok,1159632,2904,585,2319,0.002004,Modeled from Kaggle follower count and post engagement
2025-12-14,TikTok,1162856,3803,579,3224,0.002780,Modeled from Kaggle follower count and post engagement
2025-12-15,TikTok,1165345,3073,584,2489,0.002140,Modeled from Kaggle follower count and post engagement
2025-12-16,TikTok,1167141,2374,578,1796,0.001541,Modeled from Kaggle follower count and post engagement
2025-12-17,TikTok,1169469,2913,585,2328,0.001995,Modeled from Kaggle follower count and post engagement
2025-12-18,TikTok,1171506,2617,580,2037,0.001742,Modeled from Kaggle follower count and post engagement
2025-12-19,TikTok,1172459,1538,585,953,0.000813,Modeled from Kaggle follower count and post engagement
2025-12-20,TikTok,1173778,1906,587,1319,0.001125,Modeled from Kaggle follower count and post engagement
2025-12-21,TikTok,1175380,2193,591,1602,0.001365,Modeled from Kaggle follower count and post engagement
2025-12-22,TikTok,1177384,2594,590,2004,0.001705,Modeled from Kaggle follower count and post engagement
2025-12-23,TikTok,1180181,3390,593,2797,0.002376,Modeled from Kaggle follower count and post engagement
2025-12-24,TikTok,1181249,1659,591,1068,0.000905,Modeled from Kaggle follower count and post engagement
2025-12-25,TikTok,1182926,2271,594,1677,0.001420,Modeled from Kaggle follower count and post engagement
2025-12-26,TikTok,1187162,4825,589,4236,0.003581,Modeled from Kaggle follower count and post engagement
2025-12-27,TikTok,1190036,3469,595,2874,0.002421,Modeled from Kaggle follower count and post engagement
2025-12-28,TikTok,1192637,3195,594,2601,0.002186,Modeled from Kaggle follower count and post engagement
2025-12-29,TikTok,1195449,3417,605,2812,0.002358,Modeled from Kaggle follower count and post engagement
2025-12-30,TikTok,1196711,1852,590,1262,0.001056,Modeled from Kaggle follower count and post engagement
2025-12-31,TikTok,1200419,4310,602,3708,0.003098,Modeled from Kaggle follower count and post engagement
2024-01-01,LinkedIn,203383,200,40,160,0.000787,Modeled from Kaggle follower count and post engagement
2024-01-02,LinkedIn,203494,147,36,111,0.000546,Modeled from Kaggle follower count and post engagement
2024-01-03,LinkedIn,203704,243,33,210,0.001032,Modeled from Kaggle follower count and post engagement
2024-01-04,LinkedIn,203892,227,39,188,0.000923,Modeled from Kaggle follower count and post engagement
2024-01-05,LinkedIn,204030,175,37,138,0.000677,Modeled from Kaggle follower count and post engagement
2024-01-06,LinkedIn,204249,249,30,219,0.001073,Modeled from Kaggle follower count and post engagement
2024-01-07,LinkedIn,204441,232,40,192,0.000940,Modeled from Kaggle follower count and post engagement
2024-01-08,LinkedIn,204605,195,31,164,0.000802,Modeled from Kaggle follower count and post engagement
2024-01-09,LinkedIn,204748,174,31,143,0.000699,Modeled from Kaggle follower count and post engagement
2024-01-10,LinkedIn,204932,221,37,184,0.000899,Modeled from Kaggle follower count and post engagement
2024-01-11,LinkedIn,205055,159,36,123,0.000600,Modeled from Kaggle follower count and post engagement
2024-01-12,LinkedIn,205214,190,31,159,0.000775,Modeled from Kaggle follower count and post engagement
2024-01-13,LinkedIn,205345,168,37,131,0.000638,Modeled from Kaggle follower count and post engagement
2024-01-14,LinkedIn,205508,203,40,163,0.000794,Modeled from Kaggle follower count and post engagement
2024-01-15,LinkedIn,205680,211,39,172,0.000837,Modeled from Kaggle follower count and post engagement
2024-01-16,LinkedIn,205858,219,41,178,0.000865,Modeled from Kaggle follower count and post engagement
2024-01-17,LinkedIn,206052,228,34,194,0.000942,Modeled from Kaggle follower count and post engagement
2024-01-18,LinkedIn,206165,153,40,113,0.000548,Modeled from Kaggle follower count and post engagement
2024-01-19,LinkedIn,206425,299,39,260,0.001261,Modeled from Kaggle follower count and post engagement
2024-01-20,LinkedIn,206662,277,40,237,0.001148,Modeled from Kaggle follower count and post engagement
2024-01-21,LinkedIn,206797,172,37,135,0.000653,Modeled from Kaggle follower count and post engagement
2024-01-22,LinkedIn,206932,172,37,135,0.000653,Modeled from Kaggle follower count and post engagement
2024-01-23,LinkedIn,207088,189,33,156,0.000754,Modeled from Kaggle follower count and post engagement
2024-01-24,LinkedIn,207196,146,38,108,0.000522,Modeled from Kaggle follower count and post engagement
2024-01-25,LinkedIn,207366,203,33,170,0.000820,Modeled from Kaggle follower count and post engagement
2024-01-26,LinkedIn,207522,191,35,156,0.000752,Modeled from Kaggle follower count and post engagement
2024-01-27,LinkedIn,207723,243,42,201,0.000969,Modeled from Kaggle follower count and post engagement
2024-01-28,LinkedIn,207818,134,39,95,0.000457,Modeled from Kaggle follower count and post engagement
2024-01-29,LinkedIn,207931,152,39,113,0.000544,Modeled from Kaggle follower count and post engagement
2024-01-30,LinkedIn,208082,187,36,151,0.000726,Modeled from Kaggle follower count and post engagement
2024-01-31,LinkedIn,208296,247,33,214,0.001028,Modeled from Kaggle follower count and post engagement
2024-02-01,LinkedIn,208450,187,33,154,0.000739,Modeled from Kaggle follower count and post engagement
2024-02-02,LinkedIn,208714,307,43,264,0.001266,Modeled from Kaggle follower count and post engagement
2024-02-03,LinkedIn,208792,120,42,78,0.000374,Modeled from Kaggle follower count and post engagement
2024-02-04,LinkedIn,208978,226,40,186,0.000891,Modeled from Kaggle follower count and post engagement
2024-02-05,LinkedIn,209144,206,40,166,0.000794,Modeled from Kaggle follower count and post engagement
2024-02-06,LinkedIn,209341,235,38,197,0.000942,Modeled from Kaggle follower count and post engagement
2024-02-07,LinkedIn,209563,256,34,222,0.001060,Modeled from Kaggle follower count and post engagement
2024-02-08,LinkedIn,209711,182,34,148,0.000706,Modeled from Kaggle follower count and post engagement
2024-02-09,LinkedIn,209915,243,39,204,0.000973,Modeled from Kaggle follower count and post engagement
2024-02-10,LinkedIn,210118,244,41,203,0.000967,Modeled from Kaggle follower count and post engagement
2024-02-11,LinkedIn,210370,293,41,252,0.001199,Modeled from Kaggle follower count and post engagement
2024-02-12,LinkedIn,210500,169,39,130,0.000618,Modeled from Kaggle follower count and post engagement
2024-02-13,LinkedIn,210676,213,37,176,0.000836,Modeled from Kaggle follower count and post engagement
2024-02-14,LinkedIn,210942,295,29,266,0.001263,Modeled from Kaggle follower count and post engagement
2024-02-15,LinkedIn,211131,228,39,189,0.000896,Modeled from Kaggle follower count and post engagement
2024-02-16,LinkedIn,211226,136,41,95,0.000450,Modeled from Kaggle follower count and post engagement
2024-02-17,LinkedIn,211431,246,41,205,0.000971,Modeled from Kaggle follower count and post engagement
2024-02-18,LinkedIn,211613,218,36,182,0.000861,Modeled from Kaggle follower count and post engagement
2024-02-19,LinkedIn,211793,218,38,180,0.000851,Modeled from Kaggle follower count and post engagement
2024-02-20,LinkedIn,211893,134,34,100,0.000472,Modeled from Kaggle follower count and post engagement
2024-02-21,LinkedIn,212102,249,40,209,0.000986,Modeled from Kaggle follower count and post engagement
2024-02-22,LinkedIn,212290,228,40,188,0.000886,Modeled from Kaggle follower count and post engagement
2024-02-23,LinkedIn,212474,220,36,184,0.000867,Modeled from Kaggle follower count and post engagement
2024-02-24,LinkedIn,212715,284,43,241,0.001134,Modeled from Kaggle follower count and post engagement
