post_id,source_dataset,original_post_id,platform,post_datetime,post_date,post_hour,weekday_name,posting_time_bucket,campaign_id,campaign_name,campaign_type,content_type,content_category,sentiment,influencer_tier,hashtag_count,content_length,has_media,is_verified,impressions,reach,likes,comments,shares,saves,clicks,engagement_rate,ctr
KG-POST_02491,aviral342/social-media-engagement-dataset,POST_02491,X/Twitter,2025-01-17 04:48:00,2025-01-17,4,Friday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Travel,Positive,Macro,27,1112,TRUE,FALSE,95859,57807,207,263,1080,23,1226,0.016410,0.012790
KG-POST_04859,aviral342/social-media-engagement-dataset,POST_04859,YouTube,2025-01-17 05:35:00,2025-01-17,5,Friday,Morning,ORG-YOUTUBE,Organic / Always On,Organic,Video,Education,Positive,Mid-tier,8,321,TRUE,FALSE,463073,302718,12123,231,879,4165,9934,0.037571,0.021452
KG-POST_02310,aviral342/social-media-engagement-dataset,POST_02310,X/Twitter,2025-01-17 06:26:00,2025-01-17,6,Friday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Thread,Food,Negative,Mid-tier,23,159,TRUE,FALSE,66035,51938,3153,284,58,140,732,0.055047,0.011085
KG-POST_00729,aviral342/social-media-engagement-dataset,POST_00729,Instagram,2025-01-17 07:24:00,2025-01-17,7,Friday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Technology,Negative,Macro,17,927,FALSE,FALSE,14539,13113,9017,117,147,265,164,0.656579,0.011280
KG-POST_04199,aviral342/social-media-engagement-dataset,POST_04199,X/Twitter,2025-01-17 12:31:00,2025-01-17,12,Friday,Afternoon,CMP-2025-X_TWITTER-06,2025 Q1 Awareness Sprint,Paid,Poll,Entertainment,Neutral,Macro,23,489,TRUE,TRUE,98164,87625,1997,272,1285,436,1353,0.040646,0.013783
KG-POST_00083,aviral342/social-media-engagement-dataset,POST_00083,X/Twitter,2025-01-17 14:57:00,2025-01-17,14,Friday,Afternoon,CMP-2025-X_TWITTER-06,2025 Q1 Awareness Sprint,Paid,Retweet,Travel,Negative,Macro,3,1173,TRUE,FALSE,49542,42266,4502,283,1721,286,653,0.137096,0.013181
KG-POST_03975,aviral342/social-media-engagement-dataset,POST_03975,X/Twitter,2025-01-17 16:44:00,2025-01-17,16,Friday,Afternoon,CMP-2025-X_TWITTER-06,2025 Q1 Awareness Sprint,Paid,Tweet,Technology,Negative,Macro,2,1015,TRUE,FALSE,61527,36902,362,150,214,146,714,0.014173,0.011605
KG-POST_00577,aviral342/social-media-engagement-dataset,POST_00577,Instagram,2025-01-18 04:43:00,2025-01-18,4,Saturday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Technology,Negative,Macro,29,570,TRUE,FALSE,47496,36729,6288,477,14,377,550,0.150665,0.011580
KG-POST_04237,aviral342/social-media-engagement-dataset,POST_04237,Instagram,2025-01-18 05:45:00,2025-01-18,5,Saturday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Lifestyle,Negative,Nano,9,1861,TRUE,TRUE,12650,8528,4254,139,292,999,178,0.449328,0.014071
KG-POST_03985,aviral342/social-media-engagement-dataset,POST_03985,TikTok,2025-01-18 08:35:00,2025-01-18,8,Saturday,Morning,ORG-TIKTOK,Organic / Always On,Organic,Video,Health,Positive,Macro,24,321,TRUE,FALSE,57772,38967,33536,1126,1305,210,785,0.626203,0.013588
KG-POST_03731,aviral342/social-media-engagement-dataset,POST_03731,Instagram,2025-01-18 09:18:00,2025-01-18,9,Saturday,Morning,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Story,Education,Neutral,Macro,22,1559,TRUE,FALSE,31626,29070,3393,182,115,35,339,0.117783,0.010719
KG-POST_04503,aviral342/social-media-engagement-dataset,POST_04503,X/Twitter,2025-01-18 09:23:00,2025-01-18,9,Saturday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Thread,Food,Negative,Macro,10,605,TRUE,FALSE,15407,10322,2132,55,1980,380,154,0.295126,0.009995
KG-POST_03960,aviral342/social-media-engagement-dataset,POST_03960,Instagram,2025-01-18 10:38:00,2025-01-18,10,Saturday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Food,Positive,Macro,7,268,TRUE,FALSE,48044,42225,4571,59,292,43,515,0.103343,0.010719
KG-POST_01240,aviral342/social-media-engagement-dataset,POST_01240,Instagram,2025-01-18 12:29:00,2025-01-18,12,Saturday,Afternoon,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Reel,Entertainment,Neutral,Macro,1,265,TRUE,TRUE,10608,8098,1292,281,262,940,148,0.261595,0.013952
KG-POST_00461,aviral342/social-media-engagement-dataset,POST_00461,Instagram,2025-01-18 13:09:00,2025-01-18,13,Saturday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Business,Positive,Macro,21,1780,TRUE,FALSE,17605,14218,1130,424,143,593,230,0.130077,0.013064
KG-POST_04151,aviral342/social-media-engagement-dataset,POST_04151,Instagram,2025-01-18 15:18:00,2025-01-18,15,Saturday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Lifestyle,Negative,Macro,6,765,TRUE,FALSE,33166,21200,9148,272,33,949,441,0.313634,0.013297
KG-POST_04197,aviral342/social-media-engagement-dataset,POST_04197,Instagram,2025-01-18 15:25:00,2025-01-18,15,Saturday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Business,Positive,Macro,16,1759,TRUE,FALSE,45347,34313,1178,48,27,270,814,0.033585,0.017950
KG-POST_01971,aviral342/social-media-engagement-dataset,POST_01971,Instagram,2025-01-18 16:51:00,2025-01-18,16,Saturday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Business,Positive,Macro,14,909,TRUE,TRUE,44575,30095,5446,142,133,132,868,0.131307,0.019473
KG-POST_04885,aviral342/social-media-engagement-dataset,POST_04885,Instagram,2025-01-18 16:52:00,2025-01-18,16,Saturday,Afternoon,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Story,Food,Positive,Macro,7,923,TRUE,FALSE,30233,17884,4784,162,280,166,343,0.178348,0.011345
KG-POST_03152,aviral342/social-media-engagement-dataset,POST_03152,Instagram,2025-01-19 02:00:00,2025-01-19,2,Sunday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Entertainment,Neutral,Macro,3,446,TRUE,FALSE,10085,6507,3219,387,112,294,134,0.397819,0.013287
KG-POST_01586,aviral342/social-media-engagement-dataset,POST_01586,Instagram,2025-01-19 03:53:00,2025-01-19,3,Sunday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Technology,Neutral,Macro,11,573,TRUE,FALSE,19877,11642,4216,370,230,72,215,0.245912,0.010817
KG-POST_01593,aviral342/social-media-engagement-dataset,POST_01593,Instagram,2025-01-19 05:46:00,2025-01-19,5,Sunday,Morning,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Carousel,Technology,Negative,Macro,0,1127,TRUE,FALSE,35210,22695,140,305,213,743,467,0.039790,0.013263
KG-POST_02683,aviral342/social-media-engagement-dataset,POST_02683,Instagram,2025-01-19 20:34:00,2025-01-19,20,Sunday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Lifestyle,Positive,Macro,1,298,TRUE,TRUE,19099,12652,5566,93,235,752,303,0.347976,0.015865
KG-POST_02888,aviral342/social-media-engagement-dataset,POST_02888,X/Twitter,2025-01-19 21:48:00,2025-01-19,21,Sunday,Evening,ORG-X_TWITTER,Organic / Always On,Organic,Thread,Food,Positive,Mid-tier,1,1179,TRUE,FALSE,84335,68266,3215,183,380,186,1463,0.047003,0.017347
KG-POST_04367,aviral342/social-media-engagement-dataset,POST_04367,Instagram,2025-01-19 22:50:00,2025-01-19,22,Sunday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Travel,Negative,Macro,27,1694,TRUE,TRUE,13876,11318,7840,167,112,627,156,0.630297,0.011242
KG-POST_01211,aviral342/social-media-engagement-dataset,POST_01211,X/Twitter,2025-01-20 08:52:00,2025-01-20,8,Monday,Morning,CMP-2025-X_TWITTER-06,2025 Q1 Awareness Sprint,Paid,Thread,Travel,Positive,Macro,16,942,TRUE,FALSE,89114,77786,2654,216,372,390,967,0.040757,0.010851
KG-POST_01702,aviral342/social-media-engagement-dataset,POST_01702,X/Twitter,2025-01-20 11:29:00,2025-01-20,11,Monday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Fashion,Positive,Macro,25,936,TRUE,FALSE,71647,65602,1752,192,1249,14,1326,0.044761,0.018507
KG-POST_03831,aviral342/social-media-engagement-dataset,POST_03831,X/Twitter,2025-01-20 19:22:00,2025-01-20,19,Monday,Evening,CMP-2025-X_TWITTER-06,2025 Q1 Awareness Sprint,Paid,Retweet,Entertainment,Positive,Macro,23,1500,TRUE,FALSE,69193,46125,1545,35,333,438,964,0.033977,0.013932
KG-POST_00690,aviral342/social-media-engagement-dataset,POST_00690,Instagram,2025-01-20 20:50:00,2025-01-20,20,Monday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Sports,Negative,Macro,17,1739,TRUE,FALSE,12569,9456,3545,231,187,991,143,0.394144,0.011377
KG-POST_01223,aviral342/social-media-engagement-dataset,POST_01223,X/Twitter,2025-01-21 02:28:00,2025-01-21,2,Tuesday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Fitness,Positive,Macro,9,1754,TRUE,FALSE,15012,9983,408,68,1563,78,225,0.141021,0.014988
KG-POST_04848,aviral342/social-media-engagement-dataset,POST_04848,Instagram,2025-01-21 06:22:00,2025-01-21,6,Tuesday,Morning,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Carousel,Entertainment,Negative,Macro,21,403,FALSE,FALSE,1642,1269,1377,71,282,161,13,1.151644,0.007917
KG-POST_04637,aviral342/social-media-engagement-dataset,POST_04637,X/Twitter,2025-01-21 12:01:00,2025-01-21,12,Tuesday,Afternoon,ORG-X_TWITTER,Organic / Always On,Organic,Thread,Sports,Neutral,Macro,12,1778,FALSE,TRUE,42617,28180,215,21,627,196,741,0.024849,0.017387
KG-POST_03742,aviral342/social-media-engagement-dataset,POST_03742,TikTok,2025-01-21 15:53:00,2025-01-21,15,Tuesday,Afternoon,CMP-2025-TIKTOK-06,2025 Q1 Awareness Sprint,Paid,Stitch,Gaming,Positive,Macro,24,29,TRUE,FALSE,191258,133082,46216,1153,2056,2727,2118,0.272679,0.011074
KG-POST_03704,aviral342/social-media-engagement-dataset,POST_03704,TikTok,2025-01-21 16:47:00,2025-01-21,16,Tuesday,Afternoon,ORG-TIKTOK,Organic / Always On,Organic,Duet,Gaming,Positive,Macro,8,131,TRUE,FALSE,217886,187939,17651,563,4630,426,2604,0.106799,0.011951
KG-POST_03984,aviral342/social-media-engagement-dataset,POST_03984,Instagram,2025-01-21 18:10:00,2025-01-21,18,Tuesday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Entertainment,Positive,Macro,15,636,TRUE,FALSE,33930,27800,5240,209,190,17,511,0.166696,0.015060
KG-POST_03319,aviral342/social-media-engagement-dataset,POST_03319,TikTok,2025-01-21 18:24:00,2025-01-21,18,Tuesday,Evening,CMP-2025-TIKTOK-06,2025 Q1 Awareness Sprint,Paid,Video,Entertainment,Negative,Micro,9,522,TRUE,TRUE,496750,407391,48964,1351,222,2741,4314,0.107253,0.008684
KG-POST_01080,aviral342/social-media-engagement-dataset,POST_01080,YouTube,2025-01-21 21:38:00,2025-01-21,21,Tuesday,Evening,ORG-YOUTUBE,Organic / Always On,Organic,Live,Entertainment,Positive,Mid-tier,0,428,TRUE,TRUE,631175,459063,18122,780,83,1657,15679,0.032704,0.024841
KG-POST_04435,aviral342/social-media-engagement-dataset,POST_04435,Instagram,2025-01-22 03:50:00,2025-01-22,3,Wednesday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Sports,Positive,Macro,14,1708,TRUE,TRUE,11051,8961,2939,137,126,841,167,0.365849,0.015112
KG-POST_02314,aviral342/social-media-engagement-dataset,POST_02314,LinkedIn,2025-01-22 07:16:00,2025-01-22,7,Wednesday,Morning,ORG-LINKEDIN,Organic / Always On,Organic,Post,Business,Positive,Mid-tier,14,1877,TRUE,TRUE,8960,5347,1661,14,18,223,223,0.213839,0.024888
KG-POST_01585,aviral342/social-media-engagement-dataset,POST_01585,YouTube,2025-01-22 11:34:00,2025-01-22,11,Wednesday,Morning,CMP-2025-YOUTUBE-06,2025 Q1 Awareness Sprint,Paid,Community Post,Travel,Positive,Macro,19,524,TRUE,FALSE,41693,28653,4208,818,412,2022,538,0.178927,0.012904
KG-POST_02074,aviral342/social-media-engagement-dataset,POST_02074,TikTok,2025-01-22 11:37:00,2025-01-22,11,Wednesday,Morning,CMP-2025-TIKTOK-06,2025 Q1 Awareness Sprint,Paid,Stitch,Entertainment,Positive,Macro,22,248,TRUE,FALSE,127580,115541,48105,639,4909,1646,1186,0.433446,0.009296
KG-POST_02602,aviral342/social-media-engagement-dataset,POST_02602,Instagram,2025-01-22 17:24:00,2025-01-22,17,Wednesday,Evening,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Technology,Neutral,Macro,14,53,TRUE,FALSE,42511,37520,5435,260,40,923,473,0.156618,0.011127
KG-POST_00114,aviral342/social-media-engagement-dataset,POST_00114,TikTok,2025-01-23 00:24:00,2025-01-23,0,Thursday,Late Night,CMP-2025-TIKTOK-06,2025 Q1 Awareness Sprint,Paid,Duet,Gaming,Positive,Macro,14,557,TRUE,FALSE,264285,191565,38765,1631,4596,157,2996,0.170835,0.011336
KG-POST_02637,aviral342/social-media-engagement-dataset,POST_02637,YouTube,2025-01-23 02:48:00,2025-01-23,2,Thursday,Late Night,ORG-YOUTUBE,Organic / Always On,Organic,Short,Entertainment,Positive,Macro,3,87,TRUE,TRUE,555827,491554,7209,715,710,3511,12377,0.021850,0.022268
KG-POST_04481,aviral342/social-media-engagement-dataset,POST_04481,Instagram,2025-01-23 05:23:00,2025-01-23,5,Thursday,Morning,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Photo,Education,Positive,Macro,29,143,TRUE,FALSE,43949,33723,2854,269,5,558,571,0.083870,0.012992
KG-POST_01104,aviral342/social-media-engagement-dataset,POST_01104,YouTube,2025-01-23 18:53:00,2025-01-23,18,Thursday,Evening,CMP-2025-YOUTUBE-06,2025 Q1 Awareness Sprint,Paid,Community Post,Travel,Positive,Macro,11,1660,TRUE,TRUE,38117,33796,16701,731,811,4985,816,0.609387,0.021408
KG-POST_04816,aviral342/social-media-engagement-dataset,POST_04816,YouTube,2025-01-24 01:59:00,2025-01-24,1,Friday,Late Night,CMP-2025-YOUTUBE-06,2025 Q1 Awareness Sprint,Paid,Community Post,Education,Positive,Mid-tier,8,1199,TRUE,TRUE,466501,303733,13386,236,1365,3081,9176,0.038731,0.019670
KG-POST_01170,aviral342/social-media-engagement-dataset,POST_01170,X/Twitter,2025-01-24 02:49:00,2025-01-24,2,Friday,Late Night,CMP-2025-X_TWITTER-06,2025 Q1 Awareness Sprint,Paid,Poll,Gaming,Positive,Mid-tier,19,1022,TRUE,FALSE,67538,48062,1268,124,1066,127,1303,0.038275,0.019293
KG-POST_00017,aviral342/social-media-engagement-dataset,POST_00017,X/Twitter,2025-01-24 03:22:00,2025-01-24,3,Friday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Fitness,Neutral,Macro,14,168,TRUE,FALSE,15706,13237,3680,46,1500,347,207,0.354833,0.013180
KG-POST_01785,aviral342/social-media-engagement-dataset,POST_01785,LinkedIn,2025-01-24 03:35:00,2025-01-24,3,Friday,Late Night,ORG-LINKEDIN,Organic / Always On,Organic,Document,Lifestyle,Neutral,Micro,2,1694,FALSE,TRUE,25937,20197,1643,90,366,98,583,0.084705,0.022478
KG-POST_04738,aviral342/social-media-engagement-dataset,POST_04738,X/Twitter,2025-01-24 05:03:00,2025-01-24,5,Friday,Morning,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Lifestyle,Neutral,Macro,18,378,TRUE,FALSE,77706,49639,621,204,744,72,1211,0.021118,0.015584
KG-POST_01191,aviral342/social-media-engagement-dataset,POST_01191,Instagram,2025-01-24 05:08:00,2025-01-24,5,Friday,Morning,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Story,Fashion,Neutral,Macro,8,236,TRUE,FALSE,18726,16187,2104,418,4,764,272,0.175692,0.014525
KG-POST_01174,aviral342/social-media-engagement-dataset,POST_01174,X/Twitter,2025-01-24 22:50:00,2025-01-24,22,Friday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Technology,Neutral,Macro,28,1182,TRUE,TRUE,37368,22576,339,178,588,333,752,0.038482,0.020124
KG-POST_02571,aviral342/social-media-engagement-dataset,POST_02571,X/Twitter,2025-01-24 23:20:00,2025-01-24,23,Friday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Poll,Entertainment,Neutral,Macro,13,919,TRUE,TRUE,35409,27517,4553,20,229,58,597,0.137253,0.016860
KG-POST_02339,aviral342/social-media-engagement-dataset,POST_02339,Instagram,2025-01-25 00:07:00,2025-01-25,0,Saturday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Reel,Fitness,Positive,Macro,21,231,TRUE,FALSE,23555,15568,9068,218,99,925,356,0.437699,0.015114
KG-POST_03519,aviral342/social-media-engagement-dataset,POST_03519,Instagram,2025-01-25 02:25:00,2025-01-25,2,Saturday,Late Night,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Photo,Gaming,Positive,Micro,27,1331,TRUE,FALSE,13930,10320,2954,233,101,78,191,0.241637,0.013711
KG-POST_04874,aviral342/social-media-engagement-dataset,POST_04874,Instagram,2025-01-25 03:12:00,2025-01-25,3,Saturday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Fashion,Positive,Macro,1,862,FALSE,FALSE,39677,35823,7838,326,31,32,423,0.207349,0.010661
KG-POST_02241,aviral342/social-media-engagement-dataset,POST_02241,TikTok,2025-01-25 06:09:00,2025-01-25,6,Saturday,Morning,CMP-2025-TIKTOK-06,2025 Q1 Awareness Sprint,Paid,Stitch,Travel,Negative,Macro,3,80,FALSE,FALSE,301145,234419,16018,636,3820,1847,2857,0.074120,0.009487
KG-POST_01930,aviral342/social-media-engagement-dataset,POST_01930,Instagram,2025-01-25 12:26:00,2025-01-25,12,Saturday,Afternoon,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Story,Health,Positive,Macro,5,898,TRUE,FALSE,6528,5698,5229,312,141,337,71,0.922028,0.010876
KG-POST_00437,aviral342/social-media-engagement-dataset,POST_00437,Instagram,2025-01-25 12:42:00,2025-01-25,12,Saturday,Afternoon,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Story,Entertainment,Positive,Micro,4,1180,TRUE,FALSE,34883,24027,8175,233,276,224,492,0.255368,0.014104
KG-POST_04166,aviral342/social-media-engagement-dataset,POST_04166,X/Twitter,2025-01-25 16:20:00,2025-01-25,16,Saturday,Afternoon,CMP-2025-X_TWITTER-06,2025 Q1 Awareness Sprint,Paid,Tweet,Health,Positive,Macro,15,126,TRUE,FALSE,94499,66586,3338,168,93,15,1480,0.038244,0.015662
KG-POST_00479,aviral342/social-media-engagement-dataset,POST_00479,YouTube,2025-01-25 18:22:00,2025-01-25,18,Saturday,Evening,ORG-YOUTUBE,Organic / Always On,Organic,Community Post,Entertainment,Neutral,Macro,25,769,TRUE,FALSE,659764,601084,7766,524,1776,4512,14204,0.022096,0.021529
KG-POST_04415,aviral342/social-media-engagement-dataset,POST_04415,X/Twitter,2025-01-25 20:57:00,2025-01-25,20,Saturday,Evening,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Travel,Positive,Macro,1,1289,TRUE,FALSE,74545,56622,1075,232,195,428,1100,0.025890,0.014756
KG-POST_03994,aviral342/social-media-engagement-dataset,POST_03994,Instagram,2025-01-26 00:11:00,2025-01-26,0,Sunday,Late Night,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Photo,Technology,Neutral,Macro,11,1785,TRUE,TRUE,39528,30139,6795,7,281,619,479,0.194849,0.012118
KG-POST_01370,aviral342/social-media-engagement-dataset,POST_01370,Instagram,2025-01-26 04:41:00,2025-01-26,4,Sunday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Gaming,Neutral,Macro,5,269,TRUE,TRUE,12128,8212,4781,294,263,58,114,0.444921,0.009400
KG-POST_01031,aviral342/social-media-engagement-dataset,POST_01031,Instagram,2025-01-26 14:55:00,2025-01-26,14,Sunday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Entertainment,Positive,Macro,13,664,TRUE,FALSE,46517,29183,2137,93,126,427,828,0.059828,0.017800
KG-POST_00716,aviral342/social-media-engagement-dataset,POST_00716,YouTube,2025-01-26 16:33:00,2025-01-26,16,Sunday,Afternoon,ORG-YOUTUBE,Organic / Always On,Organic,Live,Travel,Neutral,Macro,9,195,TRUE,FALSE,835372,622129,8900,861,1723,1038,16465,0.014990,0.019710
KG-POST_02531,aviral342/social-media-engagement-dataset,POST_02531,LinkedIn,2025-01-26 16:43:00,2025-01-26,16,Sunday,Afternoon,ORG-LINKEDIN,Organic / Always On,Organic,Document,Fashion,Positive,Macro,22,1592,TRUE,FALSE,8302,5449,464,57,431,244,169,0.144062,0.020357
KG-POST_00466,aviral342/social-media-engagement-dataset,POST_00466,X/Twitter,2025-01-26 19:43:00,2025-01-26,19,Sunday,Evening,ORG-X_TWITTER,Organic / Always On,Organic,Thread,Fashion,Positive,Micro,28,1300,TRUE,TRUE,43425,32490,2050,158,1144,176,738,0.081244,0.016995
KG-POST_03276,aviral342/social-media-engagement-dataset,POST_03276,TikTok,2025-01-26 19:43:00,2025-01-26,19,Sunday,Evening,ORG-TIKTOK,Organic / Always On,Organic,Duet,Business,Positive,Macro,24,394,TRUE,TRUE,227236,189250,25717,36,2603,1724,4021,0.132373,0.017695
KG-POST_01511,aviral342/social-media-engagement-dataset,POST_01511,TikTok,2025-01-26 21:27:00,2025-01-26,21,Sunday,Evening,CMP-2025-TIKTOK-06,2025 Q1 Awareness Sprint,Paid,Duet,Entertainment,Positive,Macro,26,412,TRUE,TRUE,209021,138246,32979,1817,612,2956,2612,0.183541,0.012496
KG-POST_01756,aviral342/social-media-engagement-dataset,POST_01756,TikTok,2025-01-27 00:02:00,2025-01-27,0,Monday,Late Night,CMP-2025-TIKTOK-06,2025 Q1 Awareness Sprint,Paid,Stitch,Food,Positive,Macro,1,284,TRUE,FALSE,417585,262335,10440,1130,1708,2126,5811,0.036888,0.013916
KG-POST_02727,aviral342/social-media-engagement-dataset,POST_02727,Instagram,2025-01-27 01:05:00,2025-01-27,1,Monday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Photo,Fashion,Positive,Macro,22,536,TRUE,FALSE,38311,28318,3511,82,123,267,695,0.103965,0.018141
KG-POST_00421,aviral342/social-media-engagement-dataset,POST_00421,TikTok,2025-01-27 06:58:00,2025-01-27,6,Monday,Morning,ORG-TIKTOK,Organic / Always On,Organic,Stitch,Travel,Neutral,Macro,15,361,TRUE,TRUE,16217,11136,8304,1036,4077,1023,216,0.890424,0.013319
KG-POST_00988,aviral342/social-media-engagement-dataset,POST_00988,X/Twitter,2025-01-27 07:28:00,2025-01-27,7,Monday,Morning,CMP-2025-X_TWITTER-06,2025 Q1 Awareness Sprint,Paid,Retweet,Gaming,Neutral,Macro,1,171,TRUE,FALSE,47025,41820,1324,293,331,190,699,0.045465,0.014864
KG-POST_01284,aviral342/social-media-engagement-dataset,POST_01284,Instagram,2025-01-27 13:11:00,2025-01-27,13,Monday,Afternoon,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Entertainment,Positive,Macro,21,1681,TRUE,FALSE,19366,16953,999,20,167,435,339,0.083703,0.017505
KG-POST_00801,aviral342/social-media-engagement-dataset,POST_00801,LinkedIn,2025-01-27 18:02:00,2025-01-27,18,Monday,Evening,CMP-2025-LINKEDIN-06,2025 Q1 Awareness Sprint,Paid,Article,Education,Neutral,Macro,11,1880,TRUE,FALSE,26544,16726,106,115,101,59,494,0.014354,0.018611
KG-POST_00247,aviral342/social-media-engagement-dataset,POST_00247,X/Twitter,2025-01-27 22:09:00,2025-01-27,22,Monday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Tweet,Business,Positive,Macro,22,1511,TRUE,FALSE,3459,2651,449,139,1202,101,69,0.546690,0.019948
KG-POST_04565,aviral342/social-media-engagement-dataset,POST_04565,Instagram,2025-01-28 02:56:00,2025-01-28,2,Tuesday,Late Night,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Business,Positive,Macro,6,571,TRUE,TRUE,10558,7852,9742,462,70,934,137,1.061565,0.012976
KG-POST_01381,aviral342/social-media-engagement-dataset,POST_01381,Instagram,2025-01-28 11:27:00,2025-01-28,11,Tuesday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Story,Food,Positive,Macro,1,1448,TRUE,TRUE,31945,25387,5568,176,187,315,575,0.195524,0.018000
KG-POST_01896,aviral342/social-media-engagement-dataset,POST_01896,LinkedIn,2025-01-28 13:38:00,2025-01-28,13,Tuesday,Afternoon,ORG-LINKEDIN,Organic / Always On,Organic,Poll,Travel,Neutral,Macro,28,113,FALSE,FALSE,12795,10608,488,25,246,197,187,0.074717,0.014615
KG-POST_00226,aviral342/social-media-engagement-dataset,POST_00226,Instagram,2025-01-28 15:25:00,2025-01-28,15,Tuesday,Afternoon,CMP-2025-INSTAGRAM-06,2025 Q1 Awareness Sprint,Paid,Reel,Fitness,Negative,Mid-tier,26,198,TRUE,FALSE,33887,23427,3959,198,142,824,464,0.151179,0.013693
KG-POST_00872,aviral342/social-media-engagement-dataset,POST_00872,X/Twitter,2025-01-28 19:26:00,2025-01-28,19,Tuesday,Evening,CMP-2025-X_TWITTER-06,2025 Q1 Awareness Sprint,Paid,Retweet,Technology,Positive,Macro,3,901,TRUE,FALSE,4685,3483,3030,203,172,90,75,0.745998,0.016009
KG-POST_01186,aviral342/social-media-engagement-dataset,POST_01186,YouTube,2025-01-29 00:18:00,2025-01-29,0,Wednesday,Late Night,ORG-YOUTUBE,Organic / Always On,Organic,Live,Lifestyle,Positive,Mid-tier,26,161,FALSE,FALSE,676531,434862,2631,245,1622,535,15897,0.007439,0.023498
KG-POST_02109,aviral342/social-media-engagement-dataset,POST_02109,X/Twitter,2025-01-29 04:06:00,2025-01-29,4,Wednesday,Late Night,ORG-X_TWITTER,Organic / Always On,Organic,Retweet,Fitness,Neutral,Macro,2,271,TRUE,TRUE,1975,1689,4781,54,1170,398,29,3.242025,0.014684
KG-POST_01845,aviral342/social-media-engagement-dataset,POST_01845,YouTube,2025-01-29 04:53:00,2025-01-29,4,Wednesday,Late Night,ORG-YOUTUBE,Organic / Always On,Organic,Short,Education,Positive,Macro,9,109,TRUE,TRUE,498229,367654,1081,222,1752,3658,9851,0.013474,0.019772
KG-POST_04281,aviral342/social-media-engagement-dataset,POST_04281,Instagram,2025-01-29 09:38:00,2025-01-29,9,Wednesday,Morning,ORG-INSTAGRAM,Organic / Always On,Organic,Carousel,Lifestyle,Neutral,Macro,22,1133,TRUE,FALSE,22938,17571,8037,207,128,964,353,0.407010,0.015389
